Observation Order,Exam Code,Course ID,Year,Semester,Course,Subject,Exam,Class Order,ID,Gender,Exam Type,Correct,Wrong,Score
168,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,1,2582090,F,B,18,7,72
169,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,2,2568526,F,B,9,16,36
171,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,4,2480744,F,B,21,4,84
174,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,7,2704818,F,B,11,14,44
175,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,8,2436142,F,B,17,8,68
176,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,9,2213312,F,B,20,5,80
181,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,14,2437366,F,B,17,8,68
182,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,15,2436242,F,B,22,3,88
183,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,16,2352424,M,B,23,2,92
184,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,17,2580770,F,B,14,11,56
186,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,19,2580786,F,B,15,10,60
187,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,20,2580802,F,B,10,15,40
189,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,22,2442760,F,B,20,5,80
191,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,24,2580838,F,B,17,8,68
193,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,26,2303602,F,B,15,10,60
194,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,27,2655448,F,B,14,11,56
195,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,28,2580870,F,B,12,13,48
197,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,30,2705162,F,B,18,7,72
198,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,31,2648518,F,B,12,13,48
203,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,36,2438966,F,B,19,6,76
204,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,37,2213642,F,B,18,7,72
205,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,38,2436308,F,B,17,8,68
206,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,39,2292528,F,B,19,6,76
207,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,40,2439050,F,B,23,2,92
212,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,45,2442896,F,B,16,9,64
214,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,47,2581000,F,B,10,15,40
215,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,48,2436340,F,B,16,9,64
216,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,49,2999996,F,B,18,7,72
217,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,50,2581036,F,B,14,11,56
220,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,53,2211250,F,B,18,7,72
221,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,54,2347974,M,B,20,5,80
228,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,61,2436476,F,B,20,5,80
230,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,63,2648368,F,B,21,4,84
232,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,65,2581150,F,B,12,13,48
235,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,68,2581182,F,B,16,9,64
236,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,69,2439248,F,B,17,8,68
239,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,72,2692176,F,B,18,7,72
240,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,73,2400472,F,B,14,11,56
243,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,76,2439362,M,B,18,7,72
245,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,78,2303836,F,B,20,5,80
247,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,80,2439398,M,B,20,5,80
248,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,81,2435338,M,B,11,14,44
250,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,83,2436522,F,B,18,7,72
252,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,85,2435354,F,B,22,3,88
254,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,87,2581364,M,B,11,14,44
255,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,88,2581380,F,B,14,11,56
256,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,89,2436574,F,B,19,6,76
257,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,90,2581416,F,B,15,10,60
258,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,91,2257832,M,B,16,9,64
260,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,93,2436590,F,B,17,8,68
262,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,95,2435386,F,B,12,13,48
264,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,97,1455734,F,B,11,14,44
265,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,98,2436606,F,B,21,4,84
267,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,100,2439462,F,B,21,4,84
269,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,102,2436690,F,B,19,6,76
270,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,103,2070174,M,B,16,9,64
271,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,104,2439498,F,B,20,5,80
272,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,105,2436704,F,B,19,6,76
273,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,106,2400670,M,B,20,5,80
276,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,109,2436772,F,B,17,8,68
282,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,115,2435536,F,B,15,10,60
283,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,116,2254560,M,B,19,6,76
286,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,119,2474376,M,B,12,13,48
287,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,120,2304098,F,B,15,10,60
288,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,121,2435600,F,B,15,10,60
289,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,122,2302976,M,B,16,9,64
292,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,125,2436970,F,B,17,8,68
293,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,126,2436986,F,B,9,16,36
294,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,127,2705824,F,B,8,17,32
297,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,130,2435652,F,B,14,11,56
299,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,132,2304160,F,B,17,8,68
302,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,135,2705876,F,B,11,14,44
303,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,136,2435750,F,B,13,12,52
306,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,139,2304244,F,B,20,5,80
310,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,143,2581860,F,B,11,14,44
312,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,145,2705922,F,B,13,12,52
316,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,149,2438356,F,B,18,7,72
318,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,151,2350048,M,B,14,11,56
319,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,152,2437100,F,B,16,9,64
321,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,154,2581926,F,B,16,9,64
323,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,156,2437136,F,B,13,12,52
326,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,159,2489774,F,B,11,14,44
327,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,160,2706168,M,B,14,11,56
331,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,164,2582022,F,B,10,15,40
334,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,167,2343930,F,B,19,6,76
335,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,1,2692854,F,B,17,5,68
336,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,2,2439842,M,B,24,1,96
337,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,3,2713644,F,B,22,3,88
341,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,7,2581760,F,B,10,15,40
347,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,13,2344802,F,B,23,2,92
349,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,15,2748806,F,B,17,8,68
351,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,17,2823102,F,B,16,9,64
352,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,18,2307036,M,B,14,11,56
357,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,23,2648682,F,B,15,10,60
358,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,24,2344688,M,B,13,12,52
360,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,26,2705808,F,B,18,7,72
363,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,29,2436888,F,B,20,5,80
366,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,32,2749648,F,B,17,8,68
368,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,34,2750206,M,B,21,4,84
370,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,36,2706184,F,B,19,6,76
373,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,39,2705694,F,B,16,9,64
374,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,40,2624576,M,B,21,4,84
377,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,43,2581630,M,B,12,13,48
386,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,52,2480662,F,B,17,8,68
390,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,56,2204914,F,B,10,15,40
391,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,57,2478484,M,B,20,5,80
393,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,59,2900208,F,B,20,4,80
394,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,60,2705578,F,B,18,7,72
396,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,62,2479310,F,B,20,5,80
399,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,65,2705542,M,B,11,14,44
401,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,67,2436658,F,B,19,6,76
404,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,70,2748576,M,B,16,9,64
405,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,71,2581432,F,B,13,12,52
406,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,72,2345562,M,B,22,3,88
407,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,73,2624494,F,B,18,7,72
408,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,74,2217258,F,B,20,5,80
410,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,76,2750538,F,B,21,4,84
417,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,83,2705428,F,B,20,5,80
418,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,84,2344422,F,B,13,12,52
419,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,85,2581282,F,B,13,12,52
420,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,86,2625056,M,B,17,8,68
421,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,87,2748988,F,B,15,10,60
422,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,88,2750158,F,B,18,7,72
423,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,89,2478780,M,B,14,10,56
424,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,90,2695626,M,B,17,8,68
430,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,96,2568990,M,B,23,2,92
433,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,99,2749452,M,B,11,14,44
435,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,101,2624426,M,B,20,5,80
440,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,106,2574382,F,B,23,2,92
441,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,107,2625518,M,B,14,11,56
443,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,109,2709320,F,B,20,5,80
444,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,110,2705328,F,B,19,6,76
446,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,112,2624342,M,B,21,4,84
447,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,113,2478102,M,B,10,15,40
450,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,116,2582438,M,B,18,7,72
451,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,117,2306422,M,B,20,5,80
452,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,118,2306406,F,B,14,11,56
453,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,119,2581052,F,B,15,9,60
456,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,122,2479098,F,B,15,10,60
457,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,123,2748228,F,B,17,8,68
459,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,125,2345282,M,B,15,10,60
460,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,126,2478056,M,B,19,6,76
463,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,129,2479806,M,B,18,7,72
466,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,132,2780536,F,B,20,5,80
467,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,133,2626010,M,B,15,10,60
469,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,135,2705958,F,B,16,9,64
470,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,136,2822956,M,B,20,5,80
472,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,138,1426262,M,B,20,5,80
476,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,142,2748874,M,B,15,10,60
477,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,143,2580900,F,B,17,8,68
480,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,146,2477992,F,B,19,6,76
482,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,148,2310084,F,B,21,4,84
484,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,150,2105950,F,B,16,9,64
488,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,154,2821950,M,B,15,10,60
492,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,158,2705032,F,B,19,6,76
494,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,160,2624030,F,B,20,5,80
495,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,161,2249516,F,B,18,7,72
496,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,162,2692520,F,B,19,6,76
497,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,163,2704980,F,B,17,8,68
498,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,164,2821800,F,B,16,9,64
499,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,165,2250500,M,B,17,8,68
501,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,167,2477794,M,B,8,17,32
506,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,172,2250486,M,B,19,6,76
509,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,175,2704782,F,B,19,6,76
511,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,177,2580656,F,B,11,13,44
513,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,2,2692854,F,B,12,13,48
514,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,3,2439842,M,B,14,11,56
517,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,6,2581760,F,B,7,18,28
518,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,7,2750836,M,B,8,17,32
524,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,13,2585820,F,B,15,10,60
526,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,15,2581744,F,B,10,15,40
527,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,16,2307036,M,B,14,11,56
528,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,17,2695396,M,B,10,15,40
529,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,18,2070488,M,B,20,5,80
530,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,19,2823102,F,B,9,16,36
536,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,25,2705792,F,B,20,5,80
539,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,28,2346750,M,B,16,9,64
541,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,30,2749648,F,B,15,10,60
542,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,31,2705694,F,B,8,17,32
545,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,34,2582818,F,B,15,10,60
546,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,35,2705678,F,B,10,15,40
548,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,37,2478832,F,B,13,12,52
552,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,41,2479342,M,B,11,14,44
554,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,43,2582882,F,B,9,15,36
560,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,49,2443504,F,B,14,11,56
561,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,50,2479874,M,B,10,15,40
563,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,52,2581942,F,B,5,20,20
565,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,54,2204914,F,B,6,19,24
566,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,55,2626108,F,B,7,18,28
567,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,56,2626952,F,B,8,17,32
573,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,62,2830032,F,B,14,11,56
574,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,63,2479310,M,B,12,13,48
